COUNTY,ZIPCODE,PWSID,"AnalyticalResultValue.1,1-dichloroethane","AnalyticalResultValue.1,2,3-trichloropropane","AnalyticalResultValue.1,3-butadiene","AnalyticalResultValue.1,4-dioxane",AnalyticalResultValue.17-alpha-ethynylestrad,AnalyticalResultValue.17-beta-estradiol,"AnalyticalResultValue.4-androstene-3,17-dion",AnalyticalResultValue.Aerobic spores,AnalyticalResultValue.E. coli,AnalyticalResultValue.Enterococci,AnalyticalResultValue.Enteroviruses (RT-qPCR,AnalyticalResultValue.Enteroviruses (cell cu,AnalyticalResultValue.HCFC-22,AnalyticalResultValue.Halon 1011,AnalyticalResultValue.Male specific phage,AnalyticalResultValue.Noroviruses GIA,AnalyticalResultValue.Noroviruses GIB,AnalyticalResultValue.Noroviruses GII,AnalyticalResultValue.PFBS,AnalyticalResultValue.PFHpA,AnalyticalResultValue.PFHxS,AnalyticalResultValue.PFNA,AnalyticalResultValue.PFOA,AnalyticalResultValue.PFOS,AnalyticalResultValue.Somatic phage,AnalyticalResultValue.Total coliforms,AnalyticalResultValue.bromomethane,AnalyticalResultValue.chlorate,AnalyticalResultValue.chloromethane,AnalyticalResultValue.chromium,AnalyticalResultValue.chromium-6,AnalyticalResultValue.cobalt,AnalyticalResultValue.equilin,AnalyticalResultValue.estriol,AnalyticalResultValue.estrone,AnalyticalResultValue.germanium,AnalyticalResultValue.manganese,AnalyticalResultValue.molybdenum,AnalyticalResultValue.n-propylbenzene,AnalyticalResultValue.sec-butylbenzene,AnalyticalResultValue.strontium,AnalyticalResultValue.tellurium,AnalyticalResultValue.testosterone,AnalyticalResultValue.vanadium,"indices.1,1-dichloroethane","indices.1,2,3-trichloropropane","indices.1,3-butadiene","indices.1,4-dioxane",indices.17-alpha-ethynylestrad,indices.17-beta-estradiol,"indices.4-androstene-3,17-dion",indices.Aerobic spores,indices.E. coli,indices.Enterococci,indices.Enteroviruses (RT-qPCR,indices.Enteroviruses (cell cu,indices.HCFC-22,indices.Halon 1011,indices.Male specific phage,indices.Noroviruses GIA,indices.Noroviruses GIB,indices.Noroviruses GII,indices.PFBS,indices.PFHpA,indices.PFHxS,indices.PFNA,indices.PFOA,indices.PFOS,indices.Somatic phage,indices.Total coliforms,indices.bromomethane,indices.chlorate,indices.chloromethane,indices.chromium,indices.chromium-6,indices.cobalt,indices.equilin,indices.estriol,indices.estrone,indices.germanium,indices.manganese,indices.molybdenum,indices.n-propylbenzene,indices.sec-butylbenzene,indices.strontium,indices.tellurium,indices.testosterone,indices.vanadium,countyname,state,indices.sum,population
12095,34787,FL3594107,0.021213203,0.021213203,0.32,0.58434,0.000636396,0.000282843,0.000212132,,,,,,0.11,0.46,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1845.576,0.65,0.99,0.22,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,0.707106781,77.9,0.021213203,0.028284271,2172.1,0.707106781,7.07E-05,6,0,0,1,1,0,0,0,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,2,1,1,1,0,0,0,0,0,0,2,0,0,4,0,0,2,ORANGE,FL,17,1225267.00
39049,43230,OH2554903,0.021213203,0.021213203,0.070710678,0.12,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,370,0.141421356,1.4,0.46,0.707106781,0.002828427,0.000565685,0.001414214,,,18.252,,,1300,,7.07E-05,0.78,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,2,,,4,,0,1,FRANKLIN,OH,13,1212263.00
27053,55455,MN1860024,0.49,0.021213203,0.070710678,0.35,0.000636396,0.000282843,0.000212132,,,,,,5.8,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1130,0.141421356,2.8,0.51,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,46,3.3142,0.021213203,0.028284271,434.807,0.707106781,7.07E-05,0.7,2,0,0,1,0,0,0,,,,,,2,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,0,2,1,0,0,4,0,0,1,HENNEPIN,MN,19,1198778.00
51059,22315,VA6610100,0.021213203,0.021213203,0.070710678,0.076,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,490,0.141421356,11.3,0.28,0.707106781,0.002828427,0.000565685,0.001414214,,,1.7,,,310,,7.07E-05,8.5,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,1,0,0,0,0,,,1,,,4,,0,2,FAIRFAX,VA,13,1130924.00
48453,78767,TX2490057,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.16,0.997,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,4510,0.141421356,3.43,4.01,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,60.9,59.4,0.021213203,0.028284271,62000,0.707106781,7.07E-05,6.08,0,0,0,0,0,0,0,,,,,,1,2,,,,,0,0,0,0,0,0,,,0,3,0,2,3,0,0,0,0,0,2,2,0,0,5,0,0,2,TRAVIS,TX,22,1120954.00
6013,94806,CA0710009,0.021213203,0.021213203,0.070710678,0.32,0.000636396,0.000282843,0.000212132,,,,,,4.3,0.21,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1100,0.141421356,12,13,0.707106781,0.002828427,0.000565685,0.001414214,,,6.3,,,1500,,7.07E-05,13,0,0,0,1,0,0,0,,,,,,2,1,,,,,0,0,0,0,0,0,,,0,2,0,2,3,0,0,0,0,,,1,,,4,,0,2,CONTRA COSTA,CA,18,1094205.00
49035,84129,UTAH18157,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,2.971,0.133,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,322.7,0.141421356,36.493,5.242,0.707106781,0.002828427,0.000565685,0.001414214,,,7.939,,,1896.1,,7.07E-05,12.357,0,0,0,0,0,0,0,,,,,,2,1,,,,,0,0,0,0,0,0,,,0,2,0,3,3,0,0,0,0,,,1,,,4,,0,2,SALT LAKE,UT,18,1079721.00
24031,20916,MD0150005,0.021213203,0.021213203,0.070710678,0.071,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,87.7,0.141421356,0.35,0.21,0.707106781,0.002828427,0.000565685,0.001414214,,,1.2,,,254,,7.07E-05,0.74,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,0,0,0,,,1,,,3,,0,1,MONTGOMERY,MD,9,1016677.00
13121,30363,GA1210010,0.021213203,0.021213203,0.070710678,0.16462,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.01028,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,820,0.141421356,0.75,0.55,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,990,,7.07E-05,7.4,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,1,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,0,,,4,,0,2,FULTON,GA,13,1010562.00
29189,63146,MO6024293,0.021213203,0.021213203,0.070710678,0.15,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,370,0.141421356,2.6,2.3,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,1.2,4.2,0.021213203,0.028284271,220.3,0.707106781,0.0002,7.15,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,0,1,1,0,0,3,0,1,2,ST. LOUIS,MO,15,1001444.00
4019,85757,AZ0420423,0.24,0.021213203,0.070710678,6.7,0.000636396,0.000282843,0.000212132,,,,,,2.2,0.042426407,,,,,0.06363961,0.007071068,0.42,0.014142136,0.014142136,0.056,,,0.141421356,1500,0.141421356,30,25.1,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,12,15,0.0431,0.028284271,1700,0.707106781,7.07E-05,37,1,0,0,2,0,0,0,,,,,,2,0,,,,,0,0,2,0,0,1,,,0,2,0,3,3,0,0,0,0,0,2,2,1,0,4,0,0,3,PIMA,AZ,28,996554.00
37119,28216,NC0190413,0.021213203,0.021213203,0.070710678,0.27,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,526,0.141421356,0.44,0.2,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,108,,7.07E-05,1.3,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,0,,,3,,0,1,MECKLENBURG,NC,9,990977.00
15003,96863,HI0000367,0.021213203,0.44,0.070710678,0.35,0.000636396,0.000282843,0.000212132,,,,,,3.6,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,160,0.141421356,8.8,9.7,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,350,,7.07E-05,52,0,2,0,1,0,0,0,,,,,,2,0,,,,,0,0,0,0,0,0,,,0,1,0,2,3,0,0,0,0,,,0,,,4,,0,3,HONOLULU,HI,18,983429.00
37183,27713,NC0392373,0.021213203,0.021213203,0.070710678,5.6,0.000636396,0.000282843,0.000212132,,,,,,1.8,0.042426407,,,,,0.06363961,0.05,0.11,0.014142136,0.03,0.028284271,,,0.141421356,4000,0.141421356,11,11,7.4,0.002828427,0.000565685,0.001414214,0.707106781,166.525,48,0.021213203,0.028284271,2700,0.707106781,7.07E-05,14,0,0,0,2,0,0,0,,,,,,2,0,,,,,0,1,1,0,1,0,,,0,3,0,2,3,1,0,0,0,0,3,2,0,0,4,0,0,2,WAKE,NC,27,974289.00
36119,10804,NY5930082,0.021213203,0.021213203,0.070710678,0.11,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,630,0.141421356,0.93,0.62,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,150,1.4,0.021213203,0.028284271,210,0.707106781,7.07E-05,0.8,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,3,1,0,0,3,0,0,1,WESTCHESTER,NY,14,968802.00
55079,53295,WI2410778,0.021213203,0.021213203,0.070710678,0.074,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,242,0.141421356,0.548,0.347,0.707106781,0.002828427,0.000565685,0.001414214,,,1.158,,,149,,7.07E-05,0.365,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,1,,,3,,0,1,MILWAUKEE,WI,11,956023.00
6019,93740,CA5410002,0.1,0.19,0.070710678,0.25,0.0012,0.000282843,0.0005,,,,,,14,0.79,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,2400,0.62,29,31,0.707106781,0.002828427,0.000565685,0.001414214,2,20,13,0.021213203,0.028284271,760,0.707106781,0.00056,71,1,1,0,1,1,0,1,,,,,,3,2,,,,,0,0,0,0,0,0,,,0,3,1,3,4,0,0,0,0,1,2,2,0,0,4,0,1,3,FRESNO,CA,34,955272.00
9001,6910,CT1350011,0.021213203,0.021213203,0.070710678,0.11,0.000636396,0.000282843,0.0004,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1476,0.141421356,1.5,0.86,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,53.5,11,0.135,0.028284271,320,0.707106781,7.07E-05,3,0,0,0,1,0,0,1,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,2,2,1,0,4,0,0,2,FAIRFIELD,CT,18,939904.00
47157,38138,TN0000765,0.021213203,0.021213203,0.070710678,0.1,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,320,0.141421356,6.3,0.32,1.5,0.002828427,0.000565685,0.001414214,0.707106781,5.8,0.707106781,0.021213203,0.028284271,131.392,0.707106781,7.07E-05,0.25,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,1,0,0,0,0,1,0,0,0,3,0,0,1,SHELBY,TN,13,939465.00
17043,60567,IL0970050,0.021213203,0.021213203,0.070710678,0.19,0.000636396,0.000282843,0.001,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,310,0.9,7.5,2.71,0.707106781,0.002828427,0.000565685,0.001414214,,,23.076,,,7548.38,,0.0005,2.2,0,0,0,1,0,0,1,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,1,2,2,0,0,0,0,,,2,,,5,,1,2,DU PAGE,IL,19,932126.00
12103,34698,FL6521784,0.021213203,0.021213203,0.070710678,0.28,0.000636396,0.000282843,0.000212132,,,,,,0.095,0.11,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.22,1100,0.141421356,0.81,0.62,0.707106781,0.002828427,0.000565685,0.001414214,,,22,,,583,,7.07E-05,33,0,0,0,1,0,0,0,,,,,,1,1,,,,,0,0,0,0,0,0,,,1,2,0,1,2,0,0,0,0,,,2,,,4,,0,3,PINELLAS,FL,18,929048.00
18097,46227,IN5255022,0.021213203,0.021213203,0.070710678,0.28,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1800,0.141421356,0.6,0.69,0.707106781,0.002828427,0.000565685,0.001414214,,,17.7,,,1600,,7.07E-05,1.3,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,2,,,4,,0,1,MARION,IN,13,928281.00
34003,7677,NJ1605002,1.1,0.021213203,0.070710678,3.23618,0.000636396,0.000282843,0.000212132,,,,,,0.12,0.066,,,,,0.06363961,0.01,0.021213203,0.014142136,0.042,0.098,,,0.141421356,540,0.141421356,58,3.8,1.239,0.002828427,0.000565685,0.001414214,,,1.4,,,640,,0.00097,22,2,0,0,2,0,0,0,,,,,,1,1,,,,,0,1,0,0,1,1,,,0,2,0,3,3,1,0,0,0,,,1,,,4,,1,3,BERGEN,NJ,27,925328.00
36029,14260,NY1420549,0.021213203,0.021213203,0.070710678,0.31,0.000636396,0.000282843,0.0007,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,650,0.141421356,0.44,0.22,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,11,1.3,0.021213203,0.028284271,212,0.707106781,7.07E-05,0.54,0,0,0,1,0,0,1,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,0,2,1,0,0,3,0,0,1,ERIE,NY,13,919866.00
9003,6489,CT1310011,0.08,0.078,0.070710678,0.77,0.000636396,0.000282843,0.001,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,730,0.141421356,1.5,1.2,0.707106781,0.002828427,0.000565685,0.001414214,,,93,,,1400,,7.07E-05,30.8,1,1,0,2,0,0,1,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,2,,,4,,0,3,HARTFORD,CT,19,898272.00
24033,20912,MD0160002,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,46.157,0.141421356,0.34,0.21,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,170,,7.07E-05,0.74,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,0,0,0,,,0,,,3,,0,1,PRINCE GEORGES,MD,7,890081.00
12031,32277,FL2551004,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1300,0.141421356,0.42,0.097,0.707106781,0.002828427,0.000565685,0.001414214,,,1.3,,,5890.599,,0.00013,0.68,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,1,,,5,,1,1,DUVAL,FL,12,885855.00
6029,93561,CA1910130,0.25,0.31,0.070710678,0.8,0.000636396,0.000282843,0.000212132,,,,,,0.8,0.092,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.35,12000,0.24,17,16,1.2,0.002828427,0.000565685,0.001414214,0.707106781,0.707106781,150,0.021213203,0.028284271,1100,0.707106781,7.07E-05,63,1,2,0,2,0,0,0,,,,,,2,1,,,,,0,0,0,0,0,0,,,1,3,1,2,3,1,0,0,0,0,0,3,0,0,4,0,0,3,KERN,CA,29,864124.00
9009,6770,CT1510011,0.08,0.021213203,0.070710678,3.6,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1476,0.38,1.5,1.1,0.707106781,0.002828427,0.000565685,0.001414214,,,1.3,,,575,,7.07E-05,5.9,1,0,0,2,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,1,1,2,0,0,0,0,,,1,,,4,,0,2,NEW HAVEN,CT,16,862287.00
13135,30747,GA2970008,0.021213203,0.021213203,0.070710678,0.56,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.1,,,,,0.06363961,0.02,0.021213203,0.014142136,0.03,0.028284271,,,0.141421356,440,0.141421356,1.09,0.55,2.4,0.002828427,0.000565685,0.001414214,,,52,,,110,,7.07E-05,0.93,0,0,0,1,0,0,0,,,,,,0,1,,,,,0,1,0,0,1,0,,,0,2,0,1,2,1,0,0,0,,,2,,,3,,0,1,GWINNETT,GA,16,859304.00
48085,75424,TX1990006,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.06,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1460,0.141421356,0.64,0.31,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,7.9,1.4,0.163,0.028284271,895,0.707106781,7.07E-05,0.45,0,0,0,0,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,1,1,1,0,4,0,0,1,COLLIN,TX,14,854778.00
26099,48316,MI0006905,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.0006,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,797,0.141421356,28.5,0.81,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,18,7.21,0.021213203,0.028284271,290.061,0.707106781,0.0001,0.756,0,0,0,0,0,0,1,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,3,2,0,0,0,0,0,2,1,0,0,3,0,1,1,MACOMB,MI,16,854769.00
6111,93066,CA5610702,0.0364,0.021213203,0.070710678,0.93,0.000636396,0.000282843,0.000212132,,,,,,0.708,0.41,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,910,0.141421356,3.9,3.8,0.707106781,0.002828427,0.000565685,0.001414214,1,1100,61,0.021213203,0.028284271,2100,0.707106781,7.07E-05,42,1,0,0,2,0,0,0,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,2,0,2,3,0,0,0,0,1,4,2,0,0,4,0,0,3,VENTURA,CA,26,839620.00
6075,94188,CA4110009,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,270,0.141421356,1.7,1.5,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,440,,7.07E-05,1.3,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,0,,,4,,0,1,SAN FRANCISCO,CA,10,837442.00
34023,8904,NJ2013001,0.18,0.021213203,0.070710678,1.51,0.000636396,0.000282843,0.000212132,,,,,,0.659,0.12,,,,,0.06363961,0.011,0.06,0.014142136,0.054,0.043,,,0.141421356,2112,0.141421356,1.4,1.05,48.4,0.002828427,0.000565685,0.001414214,,,20.082,,,7756.21,,7.07E-05,14.6,1,0,0,2,0,0,0,,,,,,1,1,,,,,0,1,1,0,1,1,,,0,3,0,1,2,2,0,0,0,,,2,,,5,,0,2,MIDDLESEX,NJ,26,828919.00
48141,79938,TX0710178,0.021213203,0.021213203,0.070710678,0.0964,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.154,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,61,0.141421356,6.7,8.6,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,1.33,9.71,0.021213203,0.028284271,2650,0.707106781,7.07E-05,13.8,0,0,0,1,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,1,0,2,3,0,0,0,0,0,1,1,0,0,4,0,0,2,EL PASO,TX,16,827718.00
24005,21215,MD0300002,0.04,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000302,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.02123,0.028284271,,,0.141421356,433.514,1.6,1.225,1.333,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,134.557,,0.000102,0.302,1,0,0,0,0,0,1,,,,,,0,0,,,,,0,0,0,0,1,0,,,0,2,1,1,2,0,0,0,0,,,0,,,3,,1,1,BALTIMORE,MD,14,823015.00
53053,98499,WA5386800,0.021213203,0.021213203,0.070710678,0.073,0.000636396,0.000282843,0.000212132,,,,,,0.33,0.042426407,,,,,0.06363961,0.0127,0.021213203,0.014142136,0.0511,0.028284271,,,0.141421356,310,0.141421356,3.2,1.241,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,88,4.9,0.021213203,0.028284271,620,0.707106781,7.07E-05,8.2,0,0,0,1,0,0,0,,,,,,1,0,,,,,0,1,0,0,1,0,,,0,2,0,2,2,0,0,0,0,0,2,1,0,0,4,0,0,2,PIERCE,WA,19,819743.00
48215,78596,TX1080234,0.021213203,0.021213203,0.070710678,0.335,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.826,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.248,1500,0.141421356,10.1,1.67,3.38,0.002828427,0.000565685,0.001414214,0.707106781,23,21,0.021213203,0.028284271,5910,0.707106781,7.07E-05,9.25,0,0,0,1,0,0,0,,,,,,0,2,,,,,0,0,0,0,0,0,,,1,2,0,2,2,1,0,0,0,0,2,2,0,0,5,0,0,2,HIDALGO,TX,22,815996.00
42091,19505,PA3061062,1.5,0.169,0.070710678,2.2,0.0012,0.000282843,0.00036,,,,,,7.1,0.15,,,,,0.11,0.039,0.59,0.029,0.29,1,,,0.141421356,838,0.141421356,30,2.6,1.5,0.002828427,0.000565685,0.001414214,1.2387,140,35.2,0.021213203,0.028284271,5700,0.707106781,0.00019,6.8,2,1,0,2,1,0,1,,,,,,2,1,,,,,1,1,2,1,2,2,,,0,2,0,3,2,1,0,0,0,1,3,2,0,0,5,0,1,2,MONTGOMERY,PA,41,812376.00
25027,1757,MA2348000,0.54,0.021213203,0.070710678,0.61,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.01,0.021213203,0.014142136,0.05,0.028284271,,,0.141421356,1800,0.141421356,4.3,4.1,2.429,0.002828427,0.000565685,0.001414214,0.707106781,27.759,0.707106781,0.021213203,0.028284271,320.585,0.707106781,7.07E-05,0.7,2,0,0,1,0,0,0,,,,,,0,0,,,,,0,1,0,0,1,0,,,0,2,0,2,3,1,0,0,0,0,2,0,0,0,4,0,0,1,WORCESTER,MA,20,809106.00
39061,45246,OH3101812,0.13,0.021213203,0.070710678,1.27589,0.000636396,0.000282843,0.000212132,,,,,,0.24,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,180,0.141421356,0.85,0.41,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,4,4.438,0.021213203,0.028284271,515.1,0.707106781,7.07E-05,1,1,0,0,2,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,1,0,1,2,0,0,0,0,0,1,1,0,0,4,0,0,1,HAMILTON,OH,15,804520.00
34013,7424,NJ2004002,0.059,0.021213203,0.070710678,1.2,0.000636396,0.000282843,0.000212132,,,,,,0.09,0.12,,,,,0.06363961,0.017,0.06,0.014142136,0.11,0.043,,,0.141421356,1690,0.141421356,7,2.8,2.3,0.002828427,0.000565685,0.001414214,0.707106781,0.707106781,18.2,0.021213203,0.028284271,4500,0.707106781,0.00097,22.4,1,0,0,2,0,0,0,,,,,,1,1,,,,,0,1,1,0,1,1,,,0,2,0,2,2,1,0,0,0,0,0,2,0,0,5,0,1,3,ESSEX,NJ,27,789565.00
41051,97296,OR4101513,0.021213203,0.021213203,0.070710678,0.12,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,3000,0.141421356,1.6,1.9,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,182,2.7,0.021213203,0.028284271,130,0.707106781,7.07E-05,19,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,3,0,1,2,0,0,0,0,0,3,1,0,0,3,0,0,2,MULTNOMAH,OR,16,766135.00
25009,1983,MA3305000,0.021213203,0.021213203,0.070710678,0.14,,,,,,,,,2.495,0.042426407,,,,,0.06363961,0.016,0.021213203,0.014142136,0.025,0.028284271,,,0.141421356,11000,0.141421356,4.5,4.4,2,,,,0.707106781,612.584,4.4,0.021213203,0.028284271,740,0.707106781,,1.3,0,0,0,1,,,,,,,,,2,0,,,,,0,1,0,0,1,0,,,0,3,0,2,3,1,,,,0,3,1,0,0,4,0,,1,ESSEX,MA,23,762550.00
